 #Time, Populations
        0.0000    1.00000000    0.00000000    0.00000000    0.00000000
        5.0000    0.99834038    0.00165962    0.00000000    0.00000000
       10.0000    0.99537192    0.00462808    0.00000000    0.00000000
       15.0000    0.99266399    0.00733601    0.00000000    0.00000000
       20.0000    0.99040015    0.00959985    0.00000000    0.00000000
       25.0000    0.98837234    0.01162766    0.00000000    0.00000000
       30.0000    0.98629531    0.01370469    0.00000000    0.00000000
       35.0000    0.98383293    0.01616707    0.00000000    0.00000000
       40.0000    0.98062127    0.01937873    0.00000000    0.00000000
       45.0000    0.97645684    0.02354316    0.00000000    0.00000000
       50.0000    0.97151118    0.02848882    0.00000000    0.00000000
       55.0000    0.96622206    0.03377794    0.00000000    0.00000000
       60.0000    0.96106632    0.03893368    0.00000000    0.00000000
       65.0000    0.95644372    0.04355628    0.00000000    0.00000000
       70.0000    0.95251882    0.04748118    0.00000000    0.00000000
       75.0000    0.94922146    0.05077854    0.00000000    0.00000000
       80.0000    0.94638606    0.05361394    0.00000000    0.00000000
       85.0000    0.94384305    0.05615695    0.00000000    0.00000000
       90.0000    0.94145104    0.05854896    0.00000000    0.00000000
       95.0000    0.93913131    0.06086869    0.00000000    0.00000000
      100.0000    0.93692167    0.06307833    0.00000000    0.00000000
      105.0000    0.93498409    0.06501591    0.00000000    0.00000000
      110.0000    0.93351308    0.06648692    0.00000000    0.00000000
      115.0000    0.93262847    0.06737153    0.00000000    0.00000000
      120.0000    0.93235079    0.06764921    0.00000000    0.00000000
      125.0000    0.93263858    0.06736142    0.00000000    0.00000000
      130.0000    0.93343390    0.06656610    0.00000000    0.00000000
      135.0000    0.93469652    0.06530348    0.00000000    0.00000000
      140.0000    0.93642669    0.06357331    0.00000000    0.00000000
      145.0000    0.93867782    0.06132218    0.00000000    0.00000000
      150.0000    0.94155507    0.05844493    0.00000000    0.00000000
      155.0000    0.94518026    0.05481974    0.00000000    0.00000000
      160.0000    0.94958457    0.05041543    0.00000000    0.00000000
      165.0000    0.95453899    0.04546101    0.00000000    0.00000000
      170.0000    0.95952477    0.04047523    0.00000000    0.00000000
      175.0000    0.96398655    0.03601345    0.00000000    0.00000000
      180.0000    0.96748765    0.03251235    0.00000000    0.00000000
      185.0000    0.96972183    0.03027817    0.00000000    0.00000000
      190.0000    0.97070530    0.02929470    0.00000000    0.00000000
      195.0000    0.97076627    0.02923373    0.00000000    0.00000000
      200.0000    0.97029599    0.02970401    0.00000000    0.00000000
      205.0000    0.96961161    0.03038839    0.00000000    0.00000000
      210.0000    0.96894185    0.03105815    0.00000000    0.00000000
      215.0000    0.96844056    0.03155944    0.00000000    0.00000000
      220.0000    0.96819624    0.03180376    0.00000000    0.00000000
      225.0000    0.96823539    0.03176461    0.00000000    0.00000000
      230.0000    0.96852046    0.03147954    0.00000000    0.00000000
      235.0000    0.96894157    0.03105843    0.00000000    0.00000000
      240.0000    0.96930375    0.03069625    0.00000000    0.00000000
      245.0000    0.96932472    0.03067528    0.00000000    0.00000000
      250.0000    0.96870865    0.03129135    0.00000000    0.00000000
      255.0000    0.96739721    0.03260279    0.00000000    0.00000000
      260.0000    0.96578238    0.03421762    0.00000000    0.00000000
      265.0000    0.96437341    0.03562659    0.00000000    0.00000000
      270.0000    0.96336143    0.03663857    0.00000000    0.00000000
      275.0000    0.96267898    0.03732102    0.00000000    0.00000000
      280.0000    0.96220262    0.03779738    0.00000000    0.00000000
      285.0000    0.96183705    0.03816295    0.00000000    0.00000000
      290.0000    0.96152358    0.03847642    0.00000000    0.00000000
      295.0000    0.96123008    0.03876992    0.00000000    0.00000000
      300.0000    0.96094096    0.03905904    0.00000000    0.00000000
      305.0000    0.96064996    0.03935004    0.00000000    0.00000000
      310.0000    0.96035528    0.03964472    0.00000000    0.00000000
      315.0000    0.96005621    0.03994379    0.00000000    0.00000000
      320.0000    0.95975075    0.04024925    0.00000000    0.00000000
      325.0000    0.95943383    0.04056617    0.00000000    0.00000000
      330.0000    0.95909614    0.04090386    0.00000000    0.00000000
      335.0000    0.95872359    0.04127641    0.00000000    0.00000000
      340.0000    0.95829796    0.04170204    0.00000000    0.00000000
      345.0000    0.95779981    0.04220019    0.00000000    0.00000000
      350.0000    0.95721493    0.04278507    0.00000000    0.00000000
      355.0000    0.95654434    0.04345566    0.00000000    0.00000000
      360.0000    0.95581405    0.04418595    0.00000000    0.00000000
      365.0000    0.95507747    0.04492253    0.00000000    0.00000000
      370.0000    0.95440560    0.04559440    0.00000000    0.00000000
      375.0000    0.95386949    0.04613051    0.00000000    0.00000000
      380.0000    0.95352591    0.04647409    0.00000000    0.00000000
      385.0000    0.95341221    0.04658779    0.00000000    0.00000000
      390.0000    0.95354730    0.04645270    0.00000000    0.00000000
      395.0000    0.95393297    0.04606703    0.00000000    0.00000000
      400.0000    0.95455288    0.04544712    0.00000000    0.00000000
      405.0000    0.95537228    0.04462772    0.00000000    0.00000000
      410.0000    0.95634490    0.04365510    0.00000000    0.00000000
      415.0000    0.95743086    0.04256914    0.00000000    0.00000000
      420.0000    0.95862089    0.04137911    0.00000000    0.00000000
      425.0000    0.95995533    0.04004467    0.00000000    0.00000000
      430.0000    0.96152793    0.03847207    0.00000000    0.00000000
      435.0000    0.96345797    0.03654203    0.00000000    0.00000000
      440.0000    0.96578711    0.03421289    0.00000000    0.00000000
      445.0000    0.96829689    0.03170311    0.00000000    0.00000000
